2025-07-03 09:23:52 | INFO     | SAT_Generator | ================================================================================
2025-07-03 09:28:36 | INFO     | SAT_Generator | Successfully processed 10 tasks from 10 raw tasks
2025-07-03 09:28:36 | INFO     | SAT_Generator | [Linear functions-Easy] Successfully generated 10 tasks
2025-07-03 09:28:38 | INFO     | SAT_Generator | Starting batch generation for skill: Linear functions-Easy
2025-07-03 09:28:39 | DEBUG    | SAT_Generator | Generating batch (attempt 1/5) for skill: Linear functions-Easy
2025-07-03 09:30:20 | INFO     | SAT_Generator | [Linear functions-Easy] Token usage - Input: 5179, Output: 4093, Total: 16228
2025-07-03 09:30:20 | DEBUG    | SAT_Generator | Processing 10 generated tasks
2025-07-03 09:30:20 | INFO     | SAT_Generator | Successfully processed 10 tasks from 10 raw tasks
2025-07-03 09:30:20 | INFO     | SAT_Generator | [Linear functions-Easy] Successfully generated 10 tasks
2025-07-03 09:30:22 | INFO     | SAT_Generator | Starting batch generation for skill: Linear functions-Easy
2025-07-03 09:30:23 | DEBUG    | SAT_Generator | Generating batch (attempt 1/5) for skill: Linear functions-Easy
2025-07-03 09:31:22 | INFO     | SAT_Generator | [Linear functions-Easy] Token usage - Input: 5649, Output: 4035, Total: 12265
2025-07-03 09:31:22 | ERROR    | SAT_Generator | [Linear functions-Easy] JSON parsing error (attempt 1): All JSON parsing methods failed: line 1 column 1 (char 0)
2025-07-03 09:31:22 | DEBUG    | SAT_Generator | Generating batch (attempt 2/5) for skill: Linear functions-Easy
2025-07-03 09:32:40 | INFO     | SAT_Generator | [Linear functions-Easy] Token usage - Input: 5649, Output: 4113, Total: 14175
2025-07-03 09:32:40 | DEBUG    | SAT_Generator | Processing 10 generated tasks
2025-07-03 09:32:40 | INFO     | SAT_Generator | Successfully processed 10 tasks from 10 raw tasks
2025-07-03 09:32:40 | INFO     | SAT_Generator | [Linear functions-Easy] Successfully generated 10 tasks
2025-07-03 09:32:42 | INFO     | SAT_Generator | Starting batch generation for skill: Linear functions-Easy
2025-07-03 09:32:43 | DEBUG    | SAT_Generator | Generating batch (attempt 1/5) for skill: Linear functions-Easy
2025-07-03 09:34:09 | INFO     | SAT_Generator | [Linear functions-Easy] Token usage - Input: 6158, Output: 3952, Total: 15802
2025-07-03 09:34:09 | ERROR    | SAT_Generator | [Linear functions-Easy] JSON parsing error (attempt 1): All JSON parsing methods failed: line 1 column 1 (char 0)
2025-07-03 09:34:09 | DEBUG    | SAT_Generator | Generating batch (attempt 2/5) for skill: Linear functions-Easy
2025-07-03 09:35:27 | INFO     | SAT_Generator | [Linear functions-Easy] Token usage - Input: 6158, Output: 3666, Total: 15120
2025-07-03 09:35:27 | DEBUG    | SAT_Generator | Processing 10 generated tasks
2025-07-03 09:35:27 | INFO     | SAT_Generator | Successfully processed 10 tasks from 10 raw tasks
2025-07-03 09:35:27 | INFO     | SAT_Generator | [Linear functions-Easy] Successfully generated 10 tasks
2025-07-03 09:35:29 | INFO     | SAT_Generator | Starting batch generation for skill: Linear functions-Easy
2025-07-03 09:35:30 | DEBUG    | SAT_Generator | Generating batch (attempt 1/5) for skill: Linear functions-Easy
2025-07-03 09:36:40 | INFO     | SAT_Generator | [Linear functions-Easy] Token usage - Input: 6748, Output: 3902, Total: 14792
2025-07-03 09:36:40 | DEBUG    | SAT_Generator | Processing 10 generated tasks
2025-07-03 09:36:40 | INFO     | SAT_Generator | Successfully processed 10 tasks from 10 raw tasks
2025-07-03 09:36:40 | INFO     | SAT_Generator | [Linear functions-Easy] Successfully generated 10 tasks
2025-07-03 09:36:42 | INFO     | SAT_Generator | Starting batch generation for skill: Linear functions-Easy
2025-07-03 09:36:43 | DEBUG    | SAT_Generator | Generating batch (attempt 1/5) for skill: Linear functions-Easy
2025-07-03 09:38:01 | INFO     | SAT_Generator | [Linear functions-Easy] Token usage - Input: 7210, Output: 4404, Total: 16197
2025-07-03 09:38:01 | ERROR    | SAT_Generator | [Linear functions-Easy] JSON parsing error (attempt 1): All JSON parsing methods failed: line 1 column 1 (char 0)
2025-07-03 09:38:01 | DEBUG    | SAT_Generator | Generating batch (attempt 2/5) for skill: Linear functions-Easy
2025-07-03 09:39:25 | INFO     | SAT_Generator | [Linear functions-Easy] Token usage - Input: 7210, Output: 3874, Total: 16627
2025-07-03 09:39:25 | DEBUG    | SAT_Generator | Processing 10 generated tasks
2025-07-03 09:39:25 | INFO     | SAT_Generator | Successfully processed 10 tasks from 10 raw tasks
2025-07-03 09:39:25 | INFO     | SAT_Generator | [Linear functions-Easy] Successfully generated 10 tasks
2025-07-03 09:39:27 | INFO     | SAT_Generator | Starting batch generation for skill: Linear functions-Easy
2025-07-03 09:39:28 | DEBUG    | SAT_Generator | Generating batch (attempt 1/5) for skill: Linear functions-Easy
2025-07-03 09:40:40 | INFO     | SAT_Generator | [Linear functions-Easy] Token usage - Input: 7708, Output: 4058, Total: 15500
2025-07-03 09:40:40 | DEBUG    | SAT_Generator | Processing 10 generated tasks
2025-07-03 09:40:40 | INFO     | SAT_Generator | Successfully processed 10 tasks from 10 raw tasks
2025-07-03 09:40:40 | INFO     | SAT_Generator | [Linear functions-Easy] Successfully generated 10 tasks
2025-07-03 09:40:42 | INFO     | SAT_Generator | Starting batch generation for skill: Linear functions-Easy
2025-07-03 09:40:43 | DEBUG    | SAT_Generator | Generating batch (attempt 1/5) for skill: Linear functions-Easy
2025-07-03 09:42:14 | INFO     | SAT_Generator | [Linear functions-Easy] Token usage - Input: 8202, Output: 4521, Total: 18338
2025-07-03 09:42:14 | DEBUG    | SAT_Generator | Processing 10 generated tasks
2025-07-03 09:42:14 | INFO     | SAT_Generator | Successfully processed 10 tasks from 10 raw tasks
2025-07-03 09:42:14 | INFO     | SAT_Generator | [Linear functions-Easy] Successfully generated 10 tasks
2025-07-03 09:42:14 | INFO     | SAT_Generator | Starting batch generation for skill: Linear functions-Medium
2025-07-03 09:42:15 | DEBUG    | SAT_Generator | Generating batch (attempt 1/5) for skill: Linear functions-Medium
2025-07-03 09:43:31 | INFO     | SAT_Generator | [Linear functions-Medium] Token usage - Input: 3603, Output: 4910, Total: 12234
2025-07-03 09:43:31 | ERROR    | SAT_Generator | [Linear functions-Medium] JSON parsing error (attempt 1): All JSON parsing methods failed: line 1 column 1 (char 0)
2025-07-03 09:43:31 | DEBUG    | SAT_Generator | Generating batch (attempt 2/5) for skill: Linear functions-Medium
2025-07-03 09:45:08 | INFO     | SAT_Generator | [Linear functions-Medium] Token usage - Input: 3603, Output: 5494, Total: 13944
2025-07-03 09:45:08 | DEBUG    | SAT_Generator | Processing 10 generated tasks
2025-07-03 09:45:08 | INFO     | SAT_Generator | Successfully processed 10 tasks from 10 raw tasks
2025-07-03 09:45:08 | INFO     | SAT_Generator | [Linear functions-Medium] Successfully generated 10 tasks
2025-07-03 09:45:10 | INFO     | SAT_Generator | Starting batch generation for skill: Linear functions-Medium
2025-07-03 09:45:11 | DEBUG    | SAT_Generator | Generating batch (attempt 1/5) for skill: Linear functions-Medium
2025-07-03 09:46:42 | INFO     | SAT_Generator | [Linear functions-Medium] Token usage - Input: 4246, Output: 5232, Total: 14480
2025-07-03 09:46:42 | ERROR    | SAT_Generator | [Linear functions-Medium] JSON parsing error (attempt 1): All JSON parsing methods failed: line 1 column 1 (char 0)
2025-07-03 09:46:42 | DEBUG    | SAT_Generator | Generating batch (attempt 2/5) for skill: Linear functions-Medium
