test,domain,skill,difficulty,question_text_latex,figure_description,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,The spinner shown is divided into 8 equal sections. What is the probability that the spinner will land on a section labeled 'A'?,"A circular spinner, perfectly divided into 8 equal-sized wedges like a pizza. The spinner has a central pivot point with an arrow attached. The sections are labeled with capital letters. Starting from the top section and moving clockwise, the labels are: A, B, C, A, B, D, A, C. There are three 'A' sections, two 'B' sections, two 'C' sections, and one 'D' section. The lines separating the sections are black and solid.",$\frac{1}{8}$,$\frac{2}{8}$,$\frac{3}{8}$,$\frac{4}{8}$,C,,The question asks for the probability of the spinner landing on a section labeled 'A'.,The probability is the number of sections labeled 'A' divided by the total number of sections.,"By counting the sections on the spinner, we can see there are $3$ sections labeled 'A'. This is the number of favorable outcomes.",The spinner is divided into a total of $8$ equal sections. This is the total number of possible outcomes.,The probability is $P(A) = \frac{\text{Number of 'A' sections}}{\text{Total sections}} = \frac{3}{8}$.,"This fraction, $\frac{3}{8}$, matches option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"A restaurant served 180 customers on a Saturday. The table shows whether they ordered an appetizer and a dessert. If a customer is selected at random, what is the probability that the customer ordered an appetizer?","A two-way contingency table with the title 'Customer Orders'. It has 4 rows and 4 columns, all separated by solid black lines. The headers are bold. The top headers are '', 'Ordered Dessert', 'No Dessert', 'Total'. The side headers are 'Ordered Appetizer', 'No Appetizer', 'Total'. The data is: 'Ordered Appetizer' row: 40 with dessert, 60 with no dessert, total 100. 'No Appetizer' row: 30 with dessert, 50 with no dessert, total 80. 'Total' row: 70 ordered dessert, 110 no dessert, grand total 180.",$\frac{40}{180}$,$\frac{70}{180}$,$\frac{80}{180}$,$\frac{100}{180}$,D,,The question asks for the probability that a randomly chosen customer ordered an appetizer.,The probability is the ratio of the number of customers who ordered an appetizer to the total number of customers.,"In the table, find the 'Ordered Appetizer' row. The total number of customers who ordered an appetizer is given in the 'Total' column for that row, which is $100$.","The total number of customers served is the grand total, found in the bottom-right of the table, which is $180$.",The probability is $P(\text{Appetizer}) = \frac{\text{Number who ordered appetizer}}{\text{Total customers}} = \frac{100}{180}$.,"The correct probability is $\frac{100}{180}$, which is option D."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"The table shows the distribution of 75 pets at an animal shelter. If a pet is selected at random, what is the probability of selecting a dog?","A frequency table with a title 'Pets at Shelter'. It has 2 columns and 4 rows (1 header row, 3 data rows). The column headers are 'Animal Type' and 'Count'. The data rows are: 'Dog', 35; 'Cat', 25; 'Other', 15. The 'Animal Type' column is left-aligned and the 'Count' column is centered. The table has external borders and horizontal lines separating the rows.",$\frac{15}{75}$,$\frac{25}{75}$,$\frac{35}{75}$,$\frac{40}{75}$,C,,The question asks for the probability of selecting a dog from the animal shelter.,The probability is calculated as the number of dogs divided by the total number of pets.,"From the table, the count for 'Dog' is $35$.",The total number of pets is given as $75$. We can also find this by summing the counts: $35 + 25 + 15 = 75$.,The probability is $P(\text{Dog}) = \frac{\text{Number of dogs}}{\text{Total pets}} = \frac{35}{75}$.,"The correct answer is $\frac{35}{75}$, which is option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"The table shows the number of T-shirts in a store's inventory, categorized by color and size. There are 300 T-shirts in total. What is the probability that a randomly selected T-shirt is a size Large?","A 5x5 two-way data table titled 'T-Shirt Inventory'. The table has solid grid lines. The column headers are '', 'Red', 'Blue', 'Green', 'Total'. The row headers are 'Small', 'Medium', 'Large', 'Total'. All headers are bold. The data is as follows: 'Small' row: 20, 25, 15, total 60. 'Medium' row: 40, 50, 30, total 120. 'Large' row: 30, 45, 45, total 120. The 'Total' row at the bottom has column sums: 90, 120, 90, and a grand total of 300.",$\frac{60}{300}$,$\frac{90}{300}$,$\frac{120}{300}$,$\frac{45}{120}$,C,,The task is to find the probability of selecting a T-shirt of size Large.,The probability is the ratio of the number of Large T-shirts to the total number of T-shirts.,"In the table, the total number of Large T-shirts is found in the 'Total' column of the 'Large' row. This value is $120$.","The total number of T-shirts in the inventory is the grand total, which is given as $300$ and is also in the bottom-right cell.",The probability is $P(\text{Large}) = \frac{\text{Number of Large T-shirts}}{\text{Total T-shirts}} = \frac{120}{300}$.,"This result, $\frac{120}{300}$, matches option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,A survey asked 100 students if they prefer reading e-books or physical books. The results are in the table. What is the probability a randomly selected student is a high school student?,"A 4x4 two-way table with the title 'Book Preference Survey'. It has a full grid of thin black lines. Column headers are '', 'Prefers E-books', 'Prefers Physical Books', 'Total'. Row headers are 'Middle School', 'High School', 'Total'. Headers are bold. Data is: 'Middle School' row has 10 for E-books, 30 for Physical, making a Total of 40. 'High School' row has 25 for E-books, 35 for Physical, making a Total of 60. The bottom 'Total' row has 35 for E-books, 65 for Physical, and a grand total of 100.",$\frac{25}{100}$,$\frac{35}{100}$,$\frac{40}{100}$,$\frac{60}{100}$,D,,The goal is to determine the probability of selecting a high school student from the group surveyed.,The probability is the total number of high school students divided by the total number of students surveyed.,"From the 'High School' row in the table, the total number of high school students is listed in the 'Total' column. This number is $60$.","The total number of students surveyed is the grand total, found at the bottom right of the table, which is $100$.",The probability is calculated as $P(\text{High School}) = \frac{\text{Number of high school students}}{\text{Total students}} = \frac{60}{100}$.,This fraction $\frac{60}{100}$ corresponds to option D.
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,The bar chart below shows the number of votes for different options for a new city park feature. There were 500 votes in total. What is the probability that a randomly selected vote was for the 'Playground'?,"A horizontal bar chart with the title 'Park Feature Votes'. The vertical y-axis on the left lists the features: 'Playground', 'Dog Park', 'Garden', 'Picnic Area'. The horizontal x-axis at the bottom is labeled 'Number of Votes' and has tick marks from 0 to 250 in increments of 50. There are four horizontal bars. The 'Playground' bar extends to the value 200. The 'Dog Park' bar extends to 125. The 'Garden' bar extends to 75. The 'Picnic Area' bar extends to 100. Each bar has a data label at its right end showing the exact value (200, 125, 75, 100).",$\frac{75}{500}$,$\frac{100}{500}$,$\frac{125}{500}$,$\frac{200}{500}$,D,,We need to find the probability that a selected vote was for the 'Playground'.,Probability is the number of votes for the playground divided by the total number of votes.,"From the bar chart, the bar corresponding to 'Playground' extends to the value 200. So, there were $200$ votes for the playground.",The problem states that there were $500$ votes in total. We can confirm this by adding the votes for each feature: $200 + 125 + 75 + 100 = 500$.,The probability is $P(\text{Playground}) = \frac{\text{Votes for Playground}}{\text{Total Votes}} = \frac{200}{500}$.,"The correct answer is $\frac{200}{500}$, which is option D."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,A group of 40 students was asked about their mode of transport to school. The results are in the Venn diagram. What is the probability a randomly selected student takes the bus to school?,"A Venn diagram within a rectangle labeled '40 Students'. There are two overlapping circles, labeled 'Takes Bus' and 'Walks'. The non-overlapping part of the 'Takes Bus' circle contains the number '15'. The non-overlapping part of the 'Walks' circle contains the number '10'. The intersection contains the number '5'. The area outside both circles but inside the rectangle contains the number '10', representing students who do neither.",$\frac{5}{40}$,$\frac{15}{40}$,$\frac{20}{40}$,$\frac{25}{40}$,C,,The goal is to find the probability that a student takes the bus.,The probability is the total number of students who take the bus divided by the total number of students.,The 'Takes Bus' circle represents all students who take the bus. This includes those who only take the bus and those who also walk. The total number is the sum of the numbers in this circle: $15 + 5 = 20$.,The total number of students is given as $40$. This is confirmed by adding all numbers in the diagram: $15 + 5 + 10 + 10 = 40$.,The probability is $P(\text{Bus}) = \frac{\text{Number of students who take bus}}{\text{Total students}} = \frac{20}{40}$.,"The probability is $\frac{20}{40}$, which matches option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,A technology company has 500 employees. The table shows a breakdown by job role and experience level. What is the probability that a randomly chosen employee is in a 'Technical' role?,"A 4x4 two-way table titled 'Company Employees'. The table cells are separated by solid lines. All headers are bold. The top headers are '', 'Junior Level', 'Senior Level', 'Total'. The side headers are 'Technical', 'Managerial', 'Total'. The data is: 'Technical' row has 250 Junior, 100 Senior, for a Total of 350. 'Managerial' row has 50 Junior, 100 Senior, for a Total of 150. The 'Total' row at the bottom shows 300 Junior, 200 Senior, and a grand total of 500.",$\frac{100}{500}$,$\frac{150}{500}$,$\frac{250}{500}$,$\frac{350}{500}$,D,,The question asks for the probability of selecting an employee in a 'Technical' role.,The probability is calculated by dividing the number of employees in technical roles by the total number of employees.,"From the table, the total number of employees in 'Technical' roles is found in the 'Total' column of the 'Technical' row, which is $350$.","The total number of employees at the company is the grand total, given as $500$.",The probability is $P(\text{Technical}) = \frac{\text{Number of technical employees}}{\text{Total employees}} = \frac{350}{500}$.,"The correct answer is $\frac{350}{500}$, which corresponds to option D."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"There are 40 pieces of fruit in a bowl. The number of each type of fruit is listed in the table. If a piece of fruit is selected at random, what is the probability it is an orange?","A frequency table titled 'Fruit Bowl Contents'. The table has 2 columns ('Fruit') and ('Count') and 4 data rows. The columns are separated by a vertical line, and rows are separated by horizontal lines. Headers are bold. The data is: Apple, 12; Banana, 8; Orange, 15; Pear, 5.",$\frac{5}{40}$,$\frac{8}{40}$,$\frac{12}{40}$,$\frac{15}{40}$,D,,We need to find the probability of randomly selecting an orange.,The probability is the number of oranges divided by the total number of fruits.,"According to the table, there are $15$ oranges in the bowl.",The total number of fruits is given as $40$. Adding the counts confirms this: $12+8+15+5=40$.,The probability is $P(\text{Orange}) = \frac{\text{Number of oranges}}{\text{Total fruits}} = \frac{15}{40}$.,The fraction $\frac{15}{40}$ matches option D.
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"A university has 1000 students in its science faculty, categorized by major and year of study as shown. If a student is chosen at random, what is the probability that the student is a Biology major?","A 4x4 data table with the title 'Science Faculty Enrollment'. The table has a full grid of thin black lines. Headers are bold and centered. Column headers are '', 'First/Second Year', 'Third/Fourth Year', 'Total'. Row headers are 'Physics', 'Chemistry', 'Biology', 'Total'. Data is: 'Physics' row: 100, 150, total 250. 'Chemistry' row: 150, 200, total 350. 'Biology' row: 200, 200, total 400. The bottom 'Total' row shows sums: 450, 550, grand total 1000.",$\frac{200}{1000}$,$\frac{250}{1000}$,$\frac{350}{1000}$,$\frac{400}{1000}$,D,,The problem asks for the probability of selecting a Biology major.,The probability is the total number of Biology majors divided by the total number of students in the science faculty.,"From the 'Biology' row of the table, the total number of Biology majors is $400$.","The total number of students in the faculty is the grand total, $1000$.",The probability is calculated as $P(\text{Biology}) = \frac{\text{Number of Biology majors}}{\text{Total students}} = \frac{400}{1000}$.,This result corresponds to option D.
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"The spinner shown is divided into 6 equal sections. If the spinner is spun once, what is the probability it lands on an even number?","A circular spinner divided into 6 equal wedges. The sections are numbered 1 through 6 in clockwise order. The numbers are: 1, 2, 3, 4, 5, 6. The lines separating the sections are solid and black. An arrow points from the center to the number 1.",$\frac{1}{6}$,$\frac{2}{6}$,$\frac{3}{6}$,$\frac{4}{6}$,C,,The goal is to find the probability of the spinner landing on an even number.,The probability is the count of even numbers divided by the total count of numbers.,"The numbers on the spinner are 1, 2, 3, 4, 5, 6. The even numbers are 2, 4, and 6. There are $3$ even numbers (favorable outcomes).",There are a total of $6$ sections on the spinner (total outcomes).,$P(\text{even}) = \frac{\text{Number of even numbers}}{\text{Total numbers}} = \frac{3}{6}$.,"The probability is $\frac{3}{6}$, which is option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"A box contains 200 light bulbs from two different factories. The table shows the number of working and defective bulbs from each factory. If a light bulb is selected at random, what is the probability that it is defective?","A 4x4 two-way contingency table titled 'Light Bulb Quality'. It has a full grid of solid black lines, and all headers are bold. The top headers are '', 'Working', 'Defective', 'Total'. The side headers are 'Factory A', 'Factory B', 'Total'. The data is: 'Factory A' row has 95 Working, 5 Defective, total 100. 'Factory B' row has 90 Working, 10 Defective, total 100. The bottom 'Total' row has 185 Working, 15 Defective, grand total 200.",$\frac{5}{200}$,$\frac{10}{200}$,$\frac{15}{200}$,$\frac{185}{200}$,C,,The question asks for the probability of selecting a defective light bulb.,The probability is the ratio of the total number of defective bulbs to the total number of all bulbs.,"Looking at the 'Defective' column, the total number of defective bulbs is given in the 'Total' row at the bottom. This number is $15$.","The total number of light bulbs in the box is the grand total, located in the bottom-right cell, which is $200$.",The probability of selecting a defective bulb is $P(\text{Defective}) = \frac{\text{Total defective bulbs}}{\text{Total bulbs}} = \frac{15}{200}$.,The result $\frac{15}{200}$ matches option C.
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"All 180 flights from an airline on a certain day are categorized in the table by their status and type. Based on the table, what is the probability that a randomly selected flight was a domestic flight?","A 4x4 two-way table with a title 'Airline Flight Data'. All text is centered and headers are bold. The table is fully gridded. Column headers: '', 'On-Time', 'Delayed', 'Total'. Row headers: 'Domestic', 'International', 'Total'. Data: 'Domestic' row shows 100 On-Time, 20 Delayed, for a Total of 120. 'International' row shows 50 On-Time, 10 Delayed, for a Total of 60. The 'Total' row at the bottom shows 150 On-Time, 30 Delayed, and a grand total of 180.",$\frac{20}{180}$,$\frac{60}{180}$,$\frac{100}{180}$,$\frac{120}{180}$,D,,The question asks to find the probability that a randomly chosen flight was domestic.,This probability is the total number of domestic flights divided by the total number of all flights.,"From the 'Domestic' row in the table, the total number of domestic flights is found in the 'Total' column, which is $120$.","The total number of flights for the day is the grand total, which is $180$.",The probability is $P(\text{Domestic}) = \frac{\text{Number of domestic flights}}{\text{Total flights}} = \frac{120}{180}$.,"This fraction, $\frac{120}{180}$, is option D."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"The table shows the number of people who attended a workshop, classified by their professional field. There were 60 attendees in total. What is the probability that a randomly selected attendee is from the 'Education' field?","A simple frequency table with 2 columns and 5 rows. The table is titled 'Workshop Attendees'. The column headers are 'Field' and 'Number of Attendees'. The data rows are: 'Healthcare', 20; 'Technology', 15; 'Education', 10; 'Finance', 15. The 'Field' column is left-aligned, and the 'Number' column is centered. Headers are bold.",$\frac{10}{60}$,$\frac{15}{60}$,$\frac{20}{60}$,$\frac{50}{60}$,A,,We need to find the probability of selecting an attendee from the 'Education' field.,The probability is the number of attendees from Education divided by the total number of attendees.,The table shows that there were $10$ attendees from the 'Education' field.,The total number of attendees is given as $60$. This can be confirmed by summing the numbers: $20+15+10+15=60$.,$P(\text{Education}) = \frac{\text{Number from Education}}{\text{Total attendees}} = \frac{10}{60}$.,"The probability is $\frac{10}{60}$, corresponding to option A."
